Rapper说情话：0英寸的亲密距离,玫瑰王,737470,2018-08-09,"国语,嘻哈",https://y.qq.com/n/yqq/playsquare/4252664059.html
Alan Walker 何止一首神曲,涩涩的大棕熊,2307855,2018-02-02,电子,https://y.qq.com/n/yqq/playsquare/3705432017.html
德彪西作品中的诗与画,古典指弹大湿,184820,2018-08-21,"古典,乐器",https://y.qq.com/n/yqq/playsquare/4277651856.html
Art Rock : 如诗的艺术摇滚,少女心的摇滚狗,118280,2018-08-02,"摇滚,英语",https://y.qq.com/n/yqq/playsquare/4239090499.html
氛围后摇丨躁郁患者的悲观情节,花痞,121325,2018-08-13,"后摇,寂寞",https://y.qq.com/n/yqq/playsquare/4234695464.html
2018 VMA 提名&获奖名单,颁奖 · 更新,1757011,2018-08-21,"英语,流行",https://y.qq.com/n/yqq/playsquare/4247146752.html
30首弹力十足的国产Future Bass,杰少,351027,2018-08-15,电子,https://y.qq.com/n/yqq/playsquare/4258061919.html
这位同学，你的暑假作业做了吗,戒掉爱情戒掉你,2004197,2018-08-10,"电子,学习,工作",https://y.qq.com/n/yqq/playsquare/4255731901.html
暗夜惊魂 · 词曲诡异的古风,五品带砖侍卫,708776,2018-05-02,"国语,古风",https://y.qq.com/n/yqq/playsquare/3644197912.html
Lowly Palace：高质感封面发电厂,Music Fans,191635,2018-07-25,"英语,电子",https://y.qq.com/n/yqq/playsquare/4221419784.html
Original Mix: 迷幻娇嗓的欧美女声,梅内斯,1290288,2018-07-02,"英语,电子",https://y.qq.com/n/yqq/playsquare/4178313184.html
灵动幻境：国产Future bass,爱时乐c,228274,2018-08-14,电子,https://y.qq.com/n/yqq/playsquare/4258665247.html
呢喃细语 | 浅酌清唱古风,故事的最后还是说了拜,703788,2018-07-18,"国语,古风",https://y.qq.com/n/yqq/playsquare/4215567764.html
钢琴遇见小提琴，弹奏绝美旋音,二哈喇雪迪苗,1981802,2018-05-02,"轻音乐,乐器",https://y.qq.com/n/yqq/playsquare/3839988249.html
柠檬气泡饮般的清新韩语女声,Music Fans,776395,2018-08-09,"韩语,流行,快乐",https://y.qq.com/n/yqq/playsquare/4215288180.html
内地80位冷门民谣创作男歌手,谈谈心恋恋爱 *,2000355,2018-04-02,"国语,民谣,睡前",https://y.qq.com/n/yqq/playsquare/3808356946.html
达人周末 | 专治起床气の魔性闹铃,达人周末,2161601,2018-08-24,"流行,快乐",https://y.qq.com/n/yqq/playsquare/4324258380.html
实力宠粉 : 盘点那些爱豆给粉丝的歌,Rose,966959,2018-08-03,"流行,甜蜜",https://y.qq.com/n/yqq/playsquare/4185668453.html
《延禧攻略》影视原声,Sugarbling。Ada,3947800,2018-07-23,"影视,国语",https://y.qq.com/n/yqq/playsquare/4222843659.html
分手于你只是感冒，难过却迟早会好,还不是因为你长得不好看,3157080,2018-08-21,"国语,流行,伤感",https://y.qq.com/n/yqq/playsquare/4207629400.html
烟嗓后摇丨臆想患者梦空间,花痞,159113,2018-07-30,"后摇,治愈",https://y.qq.com/n/yqq/playsquare/4225632326.html
朝气少年音：颅内洋溢の青春,ゆ丶Ties of mind ヽ╯,377315,2018-08-20,"日语,流行",https://y.qq.com/n/yqq/playsquare/4271833228.html
藏在华语说唱里的情歌,花一村,1865851,2018-08-09,"嘻哈,治愈",https://y.qq.com/n/yqq/playsquare/4245689276.html
躺在草地上想起关于口琴的记忆,谜一般的年轻人,968146,2018-07-25,"轻音乐,经典,乐器",https://y.qq.com/n/yqq/playsquare/4225597692.html
「吉他新世纪 」指尖上的潺潺流水,天天困成狗,202931,2018-06-12,"新世纪,乐器",https://y.qq.com/n/yqq/playsquare/4159735841.html
韩式撩人 · 质感电子女嗓,Emotional,474933,2018-08-16,"韩语,电子",https://y.qq.com/n/yqq/playsquare/4228499465.html
职场KTV：领导都会唱的歌,不稀饭棉花糖の萝莉,566790,2018-06-26,"国语,励志,KTV热歌",https://y.qq.com/n/yqq/playsquare/4180821204.html
适合文科生学习听的古风词牌,五品带砖侍卫,1932504,2018-07-16,"国语,古风,学习",https://y.qq.com/n/yqq/playsquare/3719903638.html
国产后摇丨不甘沉寂的追梦者,花痞,210078,2018-07-16,后摇,https://y.qq.com/n/yqq/playsquare/4212118011.html
清吧音乐：惬意梦幻的巴萨诺瓦女声,biG橘子,13969240,2018-04-04,爵士,https://y.qq.com/n/yqq/playsquare/3809357345.html
你需要一点Cool Jazz来清凉一夏,DJ顾念晨,619959,2018-07-11,"爵士,英语",https://y.qq.com/n/yqq/playsquare/4204554880.html
挪威哼唱JOIK：北欧仙境的空灵天籁,帅气的亮亮,746354,2017-09-21,"世界音乐,小语种,安静",https://y.qq.com/n/yqq/playsquare/885218750.html
韩国燃向电音  Original Mix,　　　　　　　　,131975,2018-07-06,"电子,韩语",https://y.qq.com/n/yqq/playsquare/3971212826.html
在古风中品读历史人物,五品带砖侍卫,892549,2018-07-17,"古风,学习,旅行",https://y.qq.com/n/yqq/playsquare/3791456074.html
坂本龙一精选日式餐厅背景乐,歌单狂魔,249758,2018-07-25,"轻音乐,治愈,安静",https://y.qq.com/n/yqq/playsquare/4225835832.html
 迷惑微醺：欧美另类流行,风少,644005,2018-04-19,"英语,流行",https://y.qq.com/n/yqq/playsquare/3811899946.html
Ambient Pop：催眠冥想的氛围,风少,284231,2018-07-10,"英语,流行",https://y.qq.com/n/yqq/playsquare/4203280682.html
20部感人肺腑的恋爱催泪番,傲娇软萌雪染酱,1183892,2018-07-16,"日语,ACG",https://y.qq.com/n/yqq/playsquare/4198383895.html
分手快乐，个煲掟佐箍唔翻啦,不稀饭棉花糖の萝莉,1104158,2018-07-16,"粤语,流行,伤感",https://y.qq.com/n/yqq/playsquare/4212948599.html
冰岛后摇丨旋律美学，耳听极光,花痞,197434,2018-07-18,后摇,https://y.qq.com/n/yqq/playsquare/4210981100.html
纯音 · 夏雨绵绵如你，却不及你,1946 。,791788,2018-07-19,"轻音乐,安静,治愈",https://y.qq.com/n/yqq/playsquare/4212951661.html
夏日傍晚乘凉特辑,Jane&Danny,321525,2018-07-18,"旅行,治愈",https://y.qq.com/n/yqq/playsquare/4214098720.html
程序员写代码时听的百首鼓点钢琴,小北,1663458,2018-07-16,"工作,安静,背景音乐",https://y.qq.com/n/yqq/playsquare/4202287914.html
网络男声 | 分开是残酷漫长的现实,谜一般的年轻人,1675191,2018-07-03,"国语,流行,网络歌曲",https://y.qq.com/n/yqq/playsquare/4191949127.html
太空胶囊 | 恍若置身宇宙,LAN费曼,184562,2018-07-18,摇滚,https://y.qq.com/n/yqq/playsquare/4213448526.html
童话作家创作时要听的Jazz-pop,DJ顾念晨,242480,2018-07-11,"英语,爵士,工作",https://y.qq.com/n/yqq/playsquare/4204554580.html
走路带风！律动满分的华语Rap,念安娜,543120,2018-07-19,"国语,嘻哈,宣泄",https://y.qq.com/n/yqq/playsquare/4215403470.html
伴 梦 韩 式 钢 琴 曲 ,谜一般的年轻人,4215881,2018-07-11,"轻音乐,乐器,睡前",https://y.qq.com/n/yqq/playsquare/4204865959.html
巴洛克音乐：找回快生锈的记忆力,吐不图巴河拉勒,445135,2018-07-18,"学习,古典,乐器",https://y.qq.com/n/yqq/playsquare/4215626995.html
梵声万里空寂寂 | 禅意电子,少女心的摇滚狗,215415,2018-07-02,"电子,安静,学习",https://y.qq.com/n/yqq/playsquare/4190712274.html
周五蹦迪夜,梅内斯,793699,2018-06-01,"英语,电子",https://y.qq.com/n/yqq/playsquare/4012421608.html
适合放松听的鸟鸣新世纪,Extraordinary,987150,2018-07-07,"新世纪,安静",https://y.qq.com/n/yqq/playsquare/4193605440.html
海边度假 · 欢快尤克里里,ゆ丶Ties of mind ヽ╯,4593684,2018-06-01,"英语,旅行,乐器",https://y.qq.com/n/yqq/playsquare/4104707784.html
教科书式御姐音：少年耳根会泛红,L岺,482442,2018-06-10,"日语,流行,治愈",https://y.qq.com/n/yqq/playsquare/3797518860.html
City pop 新生代,小沐沐,117020,2018-06-27,"流行,跳舞",https://y.qq.com/n/yqq/playsquare/4182374522.html
健身房举铁听的燃炸Bass House,Future Bounce,1972705,2018-06-05,"运动,电子",https://y.qq.com/n/yqq/playsquare/4134821694.html
时光回溯 | 电影中的提琴配乐,枯燥的读书人,233235,2018-06-29,"影视,经典",https://y.qq.com/n/yqq/playsquare/4181209013.html
适合促膝长谈的Piano Jazz,风少,1571622,2018-01-31,"爵士,乐器",https://y.qq.com/n/yqq/playsquare/3609573278.html
清夜琴兴 : 国产动漫中的纯音收集,秋水浮萍任飘渺,2689921,2018-02-09,"轻音乐,影视,背景音乐",https://y.qq.com/n/yqq/playsquare/3717616529.html
迷幻意境 · Synth Pop复古盛宴,May〃,207156,2018-07-04,"英语,流行",https://y.qq.com/n/yqq/playsquare/4192233007.html
车载特效：欧美低音精选,玫瑰王,10454605,2018-08-07,"英语,电子,开车",https://y.qq.com/n/yqq/playsquare/3790653253.html
仰望星辰 弥漫璀璨 | 氛围音乐,我的心事你别猜,137570,2018-06-28,"电子,寂寞,安静",https://y.qq.com/n/yqq/playsquare/4183624782.html
午后发呆时刻 · 安静向女嗓,金琳达,1090535,2018-07-03,"韩语,安静,睡前",https://y.qq.com/n/yqq/playsquare/4191936339.html
我对她说Je t′aime，她没有回答,南山阿拉蕾,415132,2018-06-28,"法语,流行,伤感",https://y.qq.com/n/yqq/playsquare/4183268922.html
华语女声：邂逅午后慵懒时光,MouYong LynLyn,776286,2018-06-26,"国语,流行,安静",https://y.qq.com/n/yqq/playsquare/4180499117.html
原来这些歌手也是实力演技派,心情如歌单,326191,2018-06-25,"流行,英语",https://y.qq.com/n/yqq/playsquare/4179212512.html
长夜催人醉 | 钢琴前奏古风,心情如歌单,1217883,2018-06-26,"古风,国语",https://y.qq.com/n/yqq/playsquare/4180854559.html
奔向宇宙 | 瑞典电子摇滚,故事的最后还是说了拜,181969,2018-06-26,"摇滚,电子,宣泄",https://y.qq.com/n/yqq/playsquare/4180848926.html
温暖空气嗓：韩式吸晴少年,ゆ丶Ties of mind ヽ╯,366351,2018-07-10,"韩语,流行",https://y.qq.com/n/yqq/playsquare/4189885830.html
学习禁用！比安眠药还催眠的Chillout,空白,8812529,2017-06-04,电子,https://y.qq.com/n/yqq/playsquare/2062766276.html
民谣诗人歌里的西北记忆,李狗蛋,379620,2018-07-04,"国语,民谣,旅行",https://y.qq.com/n/yqq/playsquare/4192685504.html
失恋疗伤必听的日系催泪女声,谈谈心恋恋爱 *,1021063,2018-06-19,"日语,宣泄",https://y.qq.com/n/yqq/playsquare/3791706491.html
【安静向】小众英语疗愈曲,蘑菇,1132290,2018-06-20,"英语,流行,治愈",https://y.qq.com/n/yqq/playsquare/4172250344.html
公园散步听的欧美轻柔Country,Music Fans,1603091,2018-07-09,"英语,乡村",https://y.qq.com/n/yqq/playsquare/4196035505.html
唤醒清晨活力的甜蜜华语女声,夜空,4627406,2018-06-04,"国语,流行,甜蜜",https://y.qq.com/n/yqq/playsquare/4132764737.html
周末宅在家必备的高分电影,Wuli凡凡,510270,2018-07-20,"流行,影视",https://y.qq.com/n/yqq/playsquare/4219274375.html
迷幻R&B · 漂浮于氤氲氛围,我的心事你别猜,427932,2018-07-03,"R&B,英语,安静",https://y.qq.com/n/yqq/playsquare/4192211406.html
纯电特辑：可食用的超甜电子,Soul.,785917,2018-03-16,"电子,甜蜜",https://y.qq.com/n/yqq/playsquare/3781429060.html
塞纳河畔小酒馆里的性感红酒嗓,Wuli凡凡,625747,2018-07-06,"流行,法语",https://y.qq.com/n/yqq/playsquare/4195186860.html
达人周末 | 清凉一夏的韩系电音,达人周末,1110255,2018-07-20,"韩语,电子,快乐",https://y.qq.com/n/yqq/playsquare/4218960373.html
夏夜助眠 | 纯乐器古风轻音,五品带砖侍卫,2648463,2018-06-21,"轻音乐,古风,睡前",https://y.qq.com/n/yqq/playsquare/4173194330.html
如果眼泪有记忆，那它一定听过孙燕姿,kuby,6323487,2016-11-28,"国语,流行",https://y.qq.com/n/yqq/playsquare/844538289.html
留声机2018最佳管弦乐团提名名单,古典指弹大湿,47517,2018-07-20,"古典,乐器",https://y.qq.com/n/yqq/playsquare/4218841412.html
和男友宅家听的慵懒情调,Wuli凡凡,376190,2018-06-28,"法语,流行,情歌",https://y.qq.com/n/yqq/playsquare/4182465411.html
暑假网咖开黑专用欧美BGM,鹿仁,9293309,2018-06-25,"英语,宣泄,背景音乐",https://y.qq.com/n/yqq/playsquare/4174481047.html
入眠时刻：Ambient Pop,May〃,1007207,2018-06-18,"英语,流行",https://y.qq.com/n/yqq/playsquare/4166042498.html
Electro-pop: 躁动低频里的温润元素,梅内斯,258808,2018-07-18,"英语,电子",https://y.qq.com/n/yqq/playsquare/4215405601.html
"轻改番TOP 60
",Awakening,873589,2018-07-18,"日语,ACG",https://y.qq.com/n/yqq/playsquare/4214995037.html
全民K歌翻唱热歌榜盘点,豆沙,43245103,2018-06-07,"流行,国语,英语",https://y.qq.com/n/yqq/playsquare/4149582982.html
回忆少年时，粤语歌中的青春颂,谜一般的年轻人,442100,2018-07-04,"粤语,流行,校园",https://y.qq.com/n/yqq/playsquare/4193428875.html
Brit Pop丨英伦式抒情摇滚,花痞,289756,2018-07-16,"英语,摇滚,情歌",https://y.qq.com/n/yqq/playsquare/4207808449.html
失恋后独处禁听的伤感纯音,★、╰︶,1345558,2018-07-23,伤感,https://y.qq.com/n/yqq/playsquare/4036726659.html
达人周末 | 不舍得分享到朋友圈的歌,达人周末,1603403,2018-07-28,"流行,治愈",https://y.qq.com/n/yqq/playsquare/4227800302.html
高温降暑 : 欧美清醇女嗓,biG橘子,1248066,2018-07-09,"英语,流行",https://y.qq.com/n/yqq/playsquare/4195797586.html
那些采样自华语金曲的说唱歌曲,专业补漏20年,1977639,2016-12-25,"嘻哈,国语",https://y.qq.com/n/yqq/playsquare/2942134414.html
抱抱我，在这片海洋的星辰下,欢脱小兔牙七柒,1336066,2018-06-25,"国语,流行,安静",https://y.qq.com/n/yqq/playsquare/4179246939.html
疗伤效果约60%的韩语治愈,ゆ丶Ties of mind ヽ╯,185642,2018-07-23,"韩语,流行",https://y.qq.com/n/yqq/playsquare/4216390299.html
乌托邦酒馆 | 轻快爵士,Jammy_J,313110,2018-07-02,"快乐,爵士,英语",https://y.qq.com/n/yqq/playsquare/4190873697.html
女生主动点，怎么了？,西斯洛弗。Lam,2305686,2018-06-25,"国语,流行",https://y.qq.com/n/yqq/playsquare/4179422578.html
2018年7月欧美新歌,Mr. Blue Sky,2996940,2018-07-25,英语,https://y.qq.com/n/yqq/playsquare/4218565018.html
千面诗意 | 民谣里的现代诗,到底是谁，在背后说我帅,356713,2018-07-03,"国语,民谣",https://y.qq.com/n/yqq/playsquare/4190668670.html
欧美男嗓：无法挣脱的致幻音色,刹那微蓝,1213409,2018-04-07,"英语,流行",https://y.qq.com/n/yqq/playsquare/3665631153.html
朕一定要看这15部清宫剧！,念_SHUI也不忘,2157558,2018-07-27,影视,https://y.qq.com/n/yqq/playsquare/4228696762.html
书房就应该放这种古典音乐啊！,Krystal Lee,1145951,2018-07-17,"古典,乐器,学习",https://y.qq.com/n/yqq/playsquare/4214168187.html
2018年7月韩语新歌,JTY起风了,621402,2018-07-21,"韩语,流行",https://y.qq.com/n/yqq/playsquare/4188235689.html
《中餐厅》第二季BGM,★、╰︶,836779,2018-07-24,背景音乐,https://y.qq.com/n/yqq/playsquare/4223623688.html
Billboard 冠单之无人声作品,Krystal Lee,420610,2018-05-08,流行,https://y.qq.com/n/yqq/playsquare/3974931834.html
烟嗓福利！直抵灵魂的欧美男声,Seve7n Day Rock,9038768,2018-02-19,英语,https://y.qq.com/n/yqq/playsquare/3732331276.html
2018年7月日语新歌,私に闻いて风i,493472,2018-07-20,"日语,流行",https://y.qq.com/n/yqq/playsquare/4218806629.html
2018年7月华语新歌,还不是因为你长得不好看,3144814,2018-08-01,"国语,粤语,流行",https://y.qq.com/n/yqq/playsquare/4191285444.html
40部治愈向青春恋爱动漫,傲娇软萌雪染酱,443880,2018-07-09,"日语,ACG",https://y.qq.com/n/yqq/playsquare/4196860072.html
旅途民谣：等不及告别就出发,被嫌弃的唐唐的一生,2477856,2018-03-28,"国语,民谣,旅行",https://y.qq.com/n/yqq/playsquare/3793466388.html
国内优质女声Hook，尽管听,Mandy from SANLITUNER,1761874,2018-07-25,"国语,嘻哈",https://y.qq.com/n/yqq/playsquare/4226294419.html
2018上半年国产动漫新番原声,苏沐洁,776541,2018-06-06,"国语,ACG",https://y.qq.com/n/yqq/playsquare/4146592284.html
很丧！艰难人生X步曲,趵突泉边上的小屁孩,243823,2018-07-20,"摇滚,民谣,伤感",https://y.qq.com/n/yqq/playsquare/4218806419.html
